index,published,topic,term,domain,language,valid,de,title,description,en,la,url,image,archive,content,quote,added,feed,country,ipcc,continent
6e429ed49ccf718a349a4908b3104c8e,2026-06-03T04:19:00Z,Thunderstorm,zord időjárás kosovo i metohija,index.hu,hu,0.3,"Für fast das ganze Land gilt eine Warnung, es wird mit Regenfällen und Blitzen gerechnet. Die Warnung gilt fast im ganzen Land, es wird mit Gewittern und Blitzen gerechnet – die Tagestemperatur wird zwischen 17 und 30 Grad liegen.","Csaknem az egész országban kiadták a figyelmeztetést, felhőszakadás és villámlás várható","Csaknem az egész országban kiadták a figyelmeztetést, felhőszakadás és villámlás várható - A nappali hőmérséklet 17-30 fok között alakul.","A warning has been issued for almost the entire country, with downpours and lightning expected. The warning has been issued almost all over the country, thunderstorms and lightning are expected - The daytime temperature will be between 17 and 30 degrees.","Monitum est per totam fere regionem, cum imbres et fulgura exspectantur. Monitio per totam fere regionem, tonitrua et fulgura expectata est - Temperatus interdiu erit inter 17 et 30 gradus.",https://index.hu/belfold/2026/06/03/idojaras-elorejelzes-radar-felho-borulas-zapor-zivatar/,https://kep.cdn.index.hu/1/0/6974/69746/697463/69746309_5146387_fe3a8bd591fd23637d06e2036493962a_wm.jpg,,"Éjszaka nyugat fell kiemelten a Dunántúlon fokozatosan növekszik, vastagszik a felhzet, így szerdán az ország nyugati felén általában ersen felhs vagy borult lesz az ég, de keleten fleg a nap els fel… [+1418 chars]",,2026-06-04 12:51:51+00:00,wmo,Serbia,MED,Europe
b7a2d3862a24c772944b23eaae3d3596,2026-06-02T19:14:00Z,Thunderstorm,jégeső Magyarország,www.portfolio.hu,hu,0.8,"Heftige Gewitter ziehen auf Ungarn zu: Niederschläge kommen mit Hagel und Regengüssen. Am Mittwoch erreicht eine schwankende Kaltfront unser Land, zieht von West nach Ost und bringt vielerorts Regen, Schauer und Gewitter. Die Stürme können stellenweise von Regengüssen, Hagel und starken Winden begleitet sein, nachts wird sich das Wetter jedoch allmählich beruhigen - berichtete...",Heves zivatarok tartanak Magyarország felé: jégesővel és felhőszakadással érkezik a csapadék,"Szerdán egy hullámzó hidegfront éri el hazánkat, amely nyugatról kelet felé haladva sokfelé hoz esőt, záport és zivatart. A viharokat helyenként felhőszakadás, jégeső és erős szél kísérheti, éjszakára azonban fokozatosan megnyugszik az időjárás - tudósított a…","Violent thunderstorms are heading towards Hungary: precipitation comes with hail and downpours. On Wednesday, a fluctuating cold front will reach our country, moving from west to east, bringing rain, showers and thunderstorms in many places. The storms may be accompanied by downpours, hail and strong winds in some places, but the weather will gradually calm down at night - reported the...","Tonitrua graves in Hungariam tendunt: praecipitatio cum grandine et imbre veniet. Die mercurii, frons inertem frigus ad patriam nostram perveniet, ab occidente in orientem versus, pluvias, imbres et tonitribus locis pluribus afferens. Tempestates comitari possunt imbres, grandines ac venti validi in quibusdam locis, sed tempestas paulatim nocte mitescent - retulerunt.",https://www.portfolio.hu/gazdasag/20260602/heves-zivatarok-tartanak-magyarorszag-fele-jegesovel-es-felhoszakadassal-erkezik-a-csapadek-840808,https://pcdn.hu/articles/images-xl/i/d/o/idojaras-magyarorszag-eso-zapor-zivatar-vihar-magyarorszagon-varhato-idojaras-milyen-idojaras-varhat-686409.jpg,,"A nap els felében a csapadék még elssorban a nyugati országrészre koncentrálódik, ahol egyre többfelé ered el az es, alakul ki zápor, és elszórtan északnyugaton a legkisebb eséllyel zivatarok is kial… [+766 chars]",,2026-06-07 04:52:14+00:00,wmo,Hungary,WCE,Europe
6f540bd63229b507ac02905008a41299,2026-06-01T03:56:00Z,Drought,szárazság románia,index.hu,hu,0.3,Eine Verfassungskrise würde sowohl Péter Magyar als auch dem Land schaden. Eine Verfassungskrise würde sowohl Péter Magyar als auch dem Land schaden – die Absetzung von Tamás Sulyok entspricht nicht dem Geist des Regimewechsels.,Egy alkotmányos válság Magyar Péternek és az országnak is kárt okozna,Egy alkotmányos válság Magyar Péternek és az országnak is kárt okozna - Sulyok Tamás elmozdítása nem felel meg a rendszerváltás szellemiségének.,A constitutional crisis would harm both Péter Magyar and the country. A constitutional crisis would harm both Péter Magyar and the country - the removal of Tamás Sulyok does not correspond to the spirit of regime change.,Discrimen constitutionis tam Petri Magyar quam patriae noceret. Discrimen constitutionis tam Péter Magyar quam regionem laedit - amotio Tamás Sulyok spiritui regiminis mutationi non respondet.,https://index.hu/velemeny/2026/06/01/magyar-peter-sulyok-tamas-alkotmany-brusszel/,https://kep.cdn.index.hu/1/0/6946/69460/694605/69460509_5125881_0ea4677c6af0a65f25b2d780c3f8f6fe_wm.jpg,,"A választások óta eltelt több mint másfél hónap, az új kormányunk pedig nagyjából három hete lépett hivatalba. Hagyományosan száz nap türelmi idt szoktak adni minden kabinetnek, ami azt jelenti, hogy… [+16183 chars]",,2026-06-10 13:42:40+00:00,edo,Romania,WCE,Europe
d1539d2aca7123747bb86365db842cac,2026-06-10T12:30:52Z,Thunderstorm,zivatar magyarország,www.origo.hu,hu,0.7,"Ein Gewitter naht: Der Sturm kann jede Minute zuschlagen, achten Sie darauf! Aktuelle Nachrichten aus Ungarn und der ganzen Welt, Sport, Technologie, Unterhaltung, Wissenschaft, Kultur. ORIGO versorgt seine Leser mit den neuesten nationalen und internationalen Nachrichten.","Zivatar közeleg: bármelyik percben lecsaphat a vihar, erre figyeljen!","Friss hírek Magyarországról és a nagyvilágból, sport, technika, szórakozás, tudomány, kultúra. Az ORIGO a legfrissebb hazai és nemzetközi hírekkel szolgál olvasói számára.","A thunderstorm is approaching: the storm can strike at any minute, pay attention to that!. Latest news from Hungary and the wider world, sports, technology, entertainment, science, culture. ORIGO provides its readers with the latest domestic and international news.","Tonitrua appropinquat: tempestas quovis momento percellet, attende. Tardus nuntius ex Hungaria et in mundo ampliore, ludi, technologiae, ludi, scientia, cultura. ORIGO lectores suos praebet cum nuntio domestico et internationali novissimo.",https://www.origo.hu/itthon/2026/06/zivatar-vihar-elorejelzes-idojaras,https://cdn.origo.hu/2026/06/H968HHr-O_i36hRNzK8h1sr9i_-Oi-6zmIxNKGQ6v6Y/fill/1200/675/no/1/aHR0cHM6Ly9jbXNjZG4uYXBwLmNvbnRlbnQucHJpdmF0ZS9jb250ZW50LzJjMDVhZjM4ZThkZDQwZTg4ODY0ZTgwNjU4YTdlZmVl.webp,,"A nyári zivatar gyakran egyik pillanatról a másikra csap le: a forróság után hirtelen elsötétül az ég, feltámad a szél, majd perceken belül megérkezik a felhszakadás vagy akár a jéges is. A mai idjár… [+2492 chars]",,2026-06-11 18:25:57+00:00,wmo,Hungary,WCE,Europe
8d17b8b8984ba00cd8f7b35d9a221ffb,2026-06-10T19:42:00Z,Precipitation,eső Magyarország,www.portfolio.hu,hu,0.8,"Hagel, Gewitter, Regengüsse: Ungarn steht eine raue Nacht bevor, die orangefarbene Warnung wurde ausgegeben. Über Nacht zieht ein ausgedehntes Gewittersystem über das Land und bringt starken Regen, böigen Wind und Hagel mit sich. Obwohl der Großteil des Niederschlags bis zum Morgen des nächsten Tages abgewandert ist, kühlt sich die Luft hinter der Kaltfront deutlich ab und der Wind wird stärker – í…","Jégeső, zivatar, felhőszakadás: durva éjszaka elé néz Magyarország, kiadták a narancssárga figyelmeztetést","Kiterjedt zivatarrendszer vonul át az országon az éjszaka folyamán, amely heves esőzéseket, viharos szelet és jégesőt hoz magával. Bár másnap délelőttre a csapadék nagy része elvonul, a hidegfront mögött jelentősen lehűl a levegő, és megerősödik a szél is - í…","Hail, thunderstorms, downpours: Hungary faces a rough night, the orange warning has been issued. An extensive thunderstorm system will move across the country overnight, bringing heavy rain, gusty winds and hail. Although most of the precipitation has moved away by the morning of the next day, the air behind the cold front cools significantly and the wind gets stronger - í…","Ave, tonitruum, imbres: Nocte aspera facies Hungaria, Aurea monitio. Spatium tonitruum amplum pernoctare vult, pluviam gravem, ventos procellosos et grandinem ferens. Quamvis maxima praecipitatio mane diei sequentis discesserit, aer post frontem frigoris signanter refrigerat et ventus invalescit - í…",https://www.portfolio.hu/gazdasag/20260610/jegeso-zivatar-felhoszakadas-durva-ejszaka-ele-nez-magyarorszag-kiadtak-a-narancssarga-figyelmeztetest-842550,https://pcdn.hu/articles/images-xl/i/d/o/idojaras-magyarorszag-eso-zapor-zivatar-vihar-magyarorszagon-varhato-idojaras-milyen-idojaras-varhat-686409.jpg,,"A kiterjedt zivatarzóna az esti, kés esti órákban éri el a Dunántúlt, majd éjfél körül a középs országrész fölé helyezdik át. A rendszer hajnalra a Tiszántúlra is átterjed miközben kelet felé haladva… [+1271 chars]",,2026-06-11 22:10:20+00:00,wmo,Hungary,WCE,Europe
375d48e237554f6866a025566c5e4347,2026-06-11T06:29:11Z,Thunderstorm,jégeső Magyarország,www.origo.hu,hu,0.8,"Ein gewaltiger Hagelsturm fegte über das Land, auch walnussgroße Eisstücke fielen herab. Aktuelle Nachrichten aus Ungarn und der ganzen Welt, Sport, Technologie, Unterhaltung, Wissenschaft, Kultur. ORIGO versorgt seine Leser mit den neuesten nationalen und internationalen Nachrichten.","Hatalmas jégeső söpört végig az országon, dió nagyságú jégdarabok is hullottak","Friss hírek Magyarországról és a nagyvilágból, sport, technika, szórakozás, tudomány, kultúra. Az ORIGO a legfrissebb hazai és nemzetközi hírekkel szolgál olvasói számára.","A huge hailstorm swept across the country, pieces of ice the size of walnuts also fell. Latest news from Hungary and the wider world, sports, technology, entertainment, science, culture. ORIGO provides its readers with the latest domestic and international news.","Ingens grandines per regionem versabatur, glaciei quoque nuces iuglandes magnitudine ceciderunt. Tardus nuntius ex Hungaria et in mundo ampliore, ludi, technologiae, ludi, scientia, cultura. ORIGO lectores suos praebet cum nuntio domestico et internationali novissimo.",https://www.origo.hu/itthon/2026/06/jegeso-idojaras-zivatar-zala-varmegye-jeg-kar,https://cdn.origo.hu/2026/06/wBAFuqwrbBbsOdPQgTRhlAXxLCOp7zF0FFyAffbl3l4/fill/1200/675/no/1/aHR0cHM6Ly9jbXNjZG4uYXBwLmNvbnRlbnQucHJpdmF0ZS9jb250ZW50L2E2ZTQwMDk5YzBlMTQzOTE4MmFmOTkzYTdhZDcwNWI2.webp,,"Nyugat fell egy több szupercellából álló zivatarrendszer érkezett Magyarország fölé. A rendszer számos térségben okozott heves zivatarokat, amelyeket ers széllökések és jelents csapadék kísért, néhol… [+1333 chars]",,2026-06-14 05:02:18+00:00,wmo,Hungary,WCE,Europe
b09181f9215556e2d31b2dace994a81f,2026-06-11T18:32:00Z,Precipitation,eső Magyarország,www.portfolio.hu,hu,0.8,"Heftige Unwetter haben die Nachbarschaft Ungarns verwüstet. Heftige Stürme fegten am Mittwochabend über die nördlichen und östlichen Teile Sloweniens. Der starke Wind, sintflutartige Regenfälle und Hagel verursachten erhebliche Schäden an Gebäuden, Infrastruktur und Ernten, teilte das slowenische Katastrophenmanagement am Donnerstag mit. Janez Jansa min...",Heves viharok pusztítottak Magyarország szomszédjában,"Heves viharok vonultak át Szlovénia északi és keleti részén szerda este, az erős szél, a felhőszakadás és a jégeső épületekben, az infrastruktúrában és a termésben is jelentős károkat okozott - közölte csütörtökön a szlovén katasztrófavédelem. Janez Jansa min…","Violent storms wreaked havoc in Hungary's neighborhood. Violent storms swept through the northern and eastern parts of Slovenia on Wednesday evening, the strong wind, torrential rain and hail caused significant damage to buildings, infrastructure and crops, the Slovenian Disaster Management announced on Thursday. Janez Jansa min...","Vehementes procellae in vicinis Pannoniae stragem intulerunt. Tempestates vehemens per partes septentrionales et orientales Sloveniae die Mercurii vesperi correptae sunt, ventus vehemens, imber et grando magna detrimenta aedificiis, infrastructuris et frugibus intulerunt, Calamitas Sloveniana die Iovis nuntiata est. Janez Jansa min...",https://www.portfolio.hu/gazdasag/20260611/heves-viharok-pusztitottak-magyarorszag-szomszedjaban-842810,https://pcdn.hu/articles/images-xl/g/e/t/gettyimages-643714726-vihar-felh-idjrs-szlssges-idjrs-tenger-meteorolgia-term-814152.jpg,,"Heves viharok söpörtek végig Szlovénia északi és keleti részén szerda este;
az ers szél, a felhszakadás és a jéges jelents károkat okozott épületekben, az infrastruktúrában és a termésben is.
Janez… [+2508 chars]",,2026-06-14 05:02:18+00:00,wmo,Hungary,WCE,Europe
bae4dbbb58d1a80638576025a5377e6f,2026-06-12T11:01:00Z,Precipitation,eső a dél-dunántúlon,www.portfolio.hu,hu,0.3,"Wetter: Wir zeigen Ihnen, wie das Wochenende wird. Bis Samstagabend strömen noch einige Grad wärmere Luftmassen über das Karpatenbecken, die Tageserwärmung verstärkt sich, es kann nur noch vereinzelte Schauer geben. Am Freitagnachmittag und Samstag wird es wieder aufleben, mancherorts wehen Nordwest- und Westwinde, die Höchsttemperaturen und...","Időjárás: mutatjuk, mivel robban be a hétvége","Szombat estig a Kárpát-medence fölé pár fokkal melegebb légtömeg áramlik, erősödik a nappali felmelegedés, csak elszórtan lehet záporos csapadék. Péntek délután és szombaton megélénkül, néhol meg is erősödik az északnyugati, nyugati szél, a csúcshőmérséklet s…","Weather: we show you what the weekend will be like. A few degrees warmer air mass will flow over the Carpathian basin until Saturday evening, the daytime warming will intensify, there may be only scattered showers. It will revive on Friday afternoon and Saturday, in some places the north-west and west winds, the peak temperature and...","Tempestas: ostendemus tibi qualis erit volutpat vestibulum. Aliquot gradus massa aeris calidioris super Carpathium labrum influent usque ad vesperam Saturni, calefactio diei augebit, imbres tantum sparsi possunt. Die Veneris post meridiem et Sabbatum vivificabit, quibusdam in locis ventis septentrionalibus et occidentis, summo temperie ac...",https://www.portfolio.hu/gazdasag/20260612/idojaras-mutatjuk-mivel-robban-be-a-hetvege-842954,https://pcdn.hu/articles/images-xl/v/i/h/vihar-591750.jpg,,"Anticiklon alakítja Európa délnyugati részének az idjárását, ami miatt arrafelé száraz, napos id van, a csúcshmérséklet általában 30 fok felett, a tengerpartokon kevéssel alatta alakul, de Franciaors… [+1772 chars]",,2026-06-14 21:24:38+00:00,wmo,Hungary,WCE,Europe
ede8627167bef7ac1f0e7c0d480dcb03,2026-06-13T14:34:00Z,Thunderstorm,zivatar magyarország,www.portfolio.hu,hu,0.7,"Der große Schauer kommt – sagten die Meteorologen. Am Sonntag zieht eine Kaltfront über Ungarn, die ab dem Nachmittag an immer mehr Orten Schauer und Gewitter bringen kann – im Südwesten sollte man sich sogar auf ein heftiges Gewitter einstellen. Am Wochenende liegen die Temperaturen zwischen 24 und 28 Grad, nächste Woche wird es dann allmählich wärmer...",Érkezik a nagy zuhé - megszólaltak a meteorológusok,"Vasárnap hidegfront vonul át Magyarország felett, amely délutántól egyre több helyen hozhat záporokat és zivatarokat – délnyugaton akár heves zivatarra is készülni kell. A hétvégén a hőmérséklet 24-28 fok között alakul, majd a jövő héten fokozatos melegedés i…","The big shower is coming - said the meteorologists. On Sunday, a cold front will pass over Hungary, which can bring showers and thunderstorms in more and more places from the afternoon - in the southwest you should prepare for even a violent thunderstorm. During the weekend, the temperature will be between 24-28 degrees, then next week it will gradually warm up...","Imber magnus venit - dixerunt astrologi. Die Dominico frontem frigidum transibit Hungariam, que imbres et tonitrua in locis a meridiano magis ac magis ingerere possunt - in africum etiam violentum tonitruum debes parare. In volutpat, tortor erit inter 24-28 gradus, tunc proxima septimana paulatim calefaciet...",https://www.portfolio.hu/gazdasag/20260613/erkezik-a-nagy-zuhe-megszolaltak-a-meteorologusok-843140,https://pcdn.hu/articles/images-md/i/d/o/idojaras-hidegfront-homerseklet-eso-zapor-elorejelzes-kanikula-zivatar-napsutes-691705.jpg,,"Vasárnap hidegfront vet hullámot térségünkben, de így is átvonul még ezen a napon hazánk fölött. Ismét kedvezvé válnak a feltételek záporok, zivatarok kialakulásához - de nem mindenütt fog esni! A jö… [+1709 chars]",,2026-06-17 05:06:13+00:00,wmo,Hungary,WCE,Europe
9a5c74d95b7fcc89ebd8156728b1248b,2026-06-06T08:50:00Z,Volcano,vulkán,www.portfolio.hu,hu,0.9,"Wir lebten in einem großen Fehler: Die als erloschen geglaubten Vulkane können jederzeit aufwachen, selbst in der Nähe von Ungarn. Ein Vulkan in Griechenland, der nach rund 110.000 Jahren Ruhe erneut ausgebrochen ist, stellt das derzeitige System zur Klassifizierung erloschener Vulkane grundlegend in Frage. All dies warnt davor, dass stille Vulkane viel gefährlicher sein können als…",Óriási tévedésben éltünk: bármikor felébredhetnek a kialudtnak hitt vulkánok Magyarország szomszédságában is,"Egy olyan görögországi vulkán, amely mintegy 110 ezer évnyi szunnyadás után tört ki újra, alapjaiban kérdőjelezi meg a vulkánok kialudt besorolásának jelenlegi rendszerét. Mindez arra figyelmeztet, hogy a hallgatag vulkánok sokkal veszélyesebbek lehetnek, min…","We were living in a huge mistake: the volcanoes thought to be extinct can wake up at any time even in the neighborhood of Hungary. A volcano in Greece that has erupted again after about 110,000 years of dormancy fundamentally questions the current system of classifying extinct volcanoes. All this warns that silent volcanoes can be much more dangerous than…","In vasto errore habitabamus: vulcani putabant exstinctum esse aliquando etiam in vicinia Hungariae excitare. Volcano in Graecia iterum post circiter 110,000 annos dormantiae erupit fundamentaliter quaestiones systema hodiernum vulcanorum extincti indicandi. Haec omnia monet ut vulcanorum taciti multo periculosiores esse possint quam…",https://www.portfolio.hu/gazdasag/20260606/oriasi-tevedesben-eltunk-barmikor-felebredhetnek-a-kialudtnak-hitt-vulkanok-magyarorszag-szomszedsagaban-is-841652,https://pcdn.hu/articles/images-xl/v/u/l/vulkan-vulkankitores-650421.jpg,,"A vulkanológusok jelenleg akkor tekintenek kialudtnak egy vulkánt, ha az utolsó kitörése nagyjából tízezer évnél régebben, azaz a jelenlegi földtörténeti korszak, a holocén kezdete eltt történt. Egy … [+2411 chars]",,2026-06-18 04:56:25+00:00,random,,,
